match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,team1_score,team2_score,team1_wickets,team2_wickets,first_innings_score,second_innings_score
582,2016,Ahmedabad,2016-04-16,PBKS,RR,RR,bat,normal,N,PBKS,13,7,PBKS_Player_2,Ahmedabad,196,183,3,4,196,183
583,2016,Bangalore,2016-04-09,GL,SRH,SRH,bat,normal,Y,GL,40,6,GL_Player_5,Bangalore,206,166,4,6,206,166
584,2016,Lucknow,2016-04-20,RR,KKR,RR,field,normal,N,SRH,9,5,SRH_Player_2,Lucknow,165,174,5,7,174,165
585,2017,Chennai,2017-04-03,MI,PBKS,MI,field,normal,N,PBKS,19,4,PBKS_Player_8,Chennai,145,164,10,6,164,145
586,2017,Delhi,2017-04-06,MI,DC,MI,field,normal,N,MI,4,5,MI_Player_8,Delhi,147,143,5,6,143,147
587,2017,Hyderabad,2017-04-28,SRH,DC,DC,field,normal,N,SRH,26,2,SRH_Player_7,Hyderabad,178,152,8,4,178,152
588,2017,Mohali,2017-04-15,KKR,MI,KKR,bat,normal,N,KKR,9,7,KKR_Player_4,Mohali,169,160,3,8,169,160
589,2017,Mumbai,2017-04-21,GL,RR,RR,bat,normal,N,GL,12,4,GL_Player_11,Mumbai,161,149,6,10,161,149
590,2017,Mumbai,2017-04-15,KKR,PBKS,KKR,field,normal,N,PBKS,1,2,PBKS_Player_7,Mumbai,176,177,7,8,177,176
591,2017,Delhi,2017-04-01,GL,MI,MI,bat,normal,N,MI,19,2,MI_Player_4,Delhi,143,162,4,8,143,162
592,2017,Ahmedabad,2017-04-03,RCB,MI,RCB,field,normal,N,RCB,29,1,RCB_Player_6,Ahmedabad,168,139,9,3,139,168
593,2017,Kolkata,2017-04-19,RCB,GL,RCB,field,normal,N,GL,11,3,GL_Player_7,Kolkata,156,167,3,7,167,156
594,2017,Bangalore,2017-04-19,DC,GL,GL,field,normal,N,GL,16,3,GL_Player_11,Bangalore,188,204,3,7,188,204
595,2017,Mumbai,2017-04-24,RR,SRH,RR,bat,normal,N,RR,44,2,RR_Player_1,Mumbai,228,184,8,6,228,184
596,2017,Ahmedabad,2017-04-12,SRH,DC,DC,field,normal,N,SRH,5,1,SRH_Player_9,Ahmedabad,168,163,9,6,168,163
597,2017,Ahmedabad,2017-04-22,RCB,PBKS,RCB,bat,normal,N,PBKS,3,1,PBKS_Player_9,Ahmedabad,171,174,5,9,171,174
598,2017,Mumbai,2017-04-15,RCB,PBKS,PBKS,field,normal,N,PBKS,14,0,PBKS_Player_7,Mumbai,159,173,7,10,159,173
599,2017,Chennai,2017-04-01,RCB,SRH,SRH,bat,normal,N,SRH,42,7,SRH_Player_4,Chennai,178,220,7,3,178,220
600,2017,Mumbai,2017-04-15,PBKS,GL,GL,field,normal,N,GL,24,5,GL_Player_6,Mumbai,191,215,5,5,191,215
601,2017,Ahmedabad,2017-04-06,SRH,RPS,RPS,field,normal,Y,SRH,15,2,SRH_Player_1,Ahmedabad,161,146,8,9,161,146
602,2017,Hyderabad,2017-04-15,PBKS,RCB,RCB,bat,normal,N,PBKS,23,5,PBKS_Player_11,Hyderabad,155,132,5,4,155,132
603,2017,Hyderabad,2017-04-19,GL,SRH,SRH,bat,normal,N,GL,8,4,GL_Player_8,Hyderabad,150,142,6,8,150,142
604,2017,Mumbai,2017-04-10,RR,MI,RR,bat,normal,N,MI,7,0,MI_Player_6,Mumbai,136,143,9,10,136,143
605,2017,Ahmedabad,2017-04-30,PBKS,MI,PBKS,field,normal,N,PBKS,35,1,PBKS_Player_6,Ahmedabad,197,162,9,10,162,197
606,2017,Mumbai,2017-04-05,SRH,KKR,SRH,bat,normal,N,SRH,15,2,SRH_Player_9,Mumbai,168,153,8,6,168,153
607,2017,Delhi,2017-04-19,RCB,DC,RCB,field,normal,N,RCB,13,5,RCB_Player_3,Delhi,171,158,5,6,158,171
608,2017,Lucknow,2017-04-29,KKR,RPS,RPS,field,normal,N,KKR,4,4,KKR_Player_11,Lucknow,152,148,6,7,152,148
609,2017,Ahmedabad,2017-04-03,KKR,GL,GL,bat,normal,N,GL,22,3,GL_Player_7,Ahmedabad,177,199,3,7,177,199
610,2017,Ahmedabad,2017-04-30,DC,KKR,DC,field,normal,N,KKR,14,7,KKR_Player_3,Ahmedabad,156,170,3,3,170,156
611,2017,Jaipur,2017-04-11,KKR,GL,GL,field,normal,N,KKR,6,7,KKR_Player_11,Jaipur,153,147,3,6,153,147
612,2017,Mumbai,2017-04-10,SRH,GL,SRH,field,normal,N,GL,28,3,GL_Player_9,Mumbai,109,137,10,7,137,109
613,2017,Mohali,2017-04-14,RCB,SRH,SRH,bat,normal,N,SRH,25,2,SRH_Player_7,Mohali,138,163,5,8,138,163
614,2017,Chennai,2017-04-01,GL,RR,RR,bat,normal,N,GL,39,1,GL_Player_10,Chennai,200,161,9,9,200,161
615,2017,Ahmedabad,2017-04-11,MI,SRH,SRH,field,normal,N,SRH,26,3,SRH_Player_9,Ahmedabad,141,167,10,7,141,167
616,2017,Mumbai,2017-04-07,RR,PBKS,RR,bat,normal,N,PBKS,26,0,PBKS_Player_2,Mumbai,116,142,6,10,116,142
617,2017,Lucknow,2017-04-17,RCB,MI,MI,field,normal,N,MI,25,0,MI_Player_8,Lucknow,147,172,3,10,147,172
618,2017,Mumbai,2017-04-02,DC,RPS,RPS,field,normal,N,DC,19,4,DC_Player_2,Mumbai,178,159,6,5,178,159
619,2017,Mumbai,2017-04-15,SRH,RR,SRH,field,normal,N,SRH,17,6,SRH_Player_10,Mumbai,175,158,4,7,158,175
620,2017,Jaipur,2017-04-28,SRH,PBKS,PBKS,field,normal,N,SRH,22,4,SRH_Player_9,Jaipur,151,129,6,3,151,129
621,2017,Bangalore,2017-04-10,RR,RCB,RR,field,normal,N,RR,13,5,RR_Player_5,Bangalore,153,140,5,7,140,153
622,2017,Kolkata,2017-04-09,SRH,GL,SRH,field,normal,N,GL,13,2,GL_Player_3,Kolkata,136,149,5,8,149,136
623,2017,Hyderabad,2017-04-24,KKR,SRH,KKR,field,normal,N,SRH,26,1,SRH_Player_10,Hyderabad,160,186,8,9,186,160
624,2017,Kolkata,2017-04-11,DC,RCB,DC,field,normal,N,RCB,2,4,RCB_Player_8,Kolkata,160,162,4,6,162,160
625,2017,Ahmedabad,2017-04-02,MI,GL,GL,field,normal,N,MI,8,2,MI_Player_7,Ahmedabad,165,157,8,4,165,157
626,2017,Mumbai,2017-04-17,MI,PBKS,PBKS,field,normal,N,MI,21,5,MI_Player_3,Mumbai,169,148,5,10,169,148
627,2017,Delhi,2017-04-24,MI,RCB,RCB,field,normal,N,MI,27,4,MI_Player_10,Delhi,167,140,6,5,167,140
628,2017,Mumbai,2017-04-12,PBKS,RCB,RCB,field,normal,N,PBKS,20,5,PBKS_Player_1,Mumbai,164,144,5,7,164,144
629,2017,Mohali,2017-04-23,DC,SRH,SRH,field,normal,N,DC,10,1,DC_Player_8,Mohali,183,173,9,4,183,173
630,2017,Bangalore,2017-04-26,DC,RCB,DC,field,normal,N,DC,36,3,DC_Player_10,Bangalore,206,170,7,7,170,206
631,2017,Chennai,2017-04-03,MI,PBKS,PBKS,field,normal,N,MI,21,6,MI_Player_10,Chennai,160,139,4,3,160,139
632,2017,Ahmedabad,2017-04-13,PBKS,SRH,PBKS,bat,normal,N,PBKS,25,5,PBKS_Player_1,Ahmedabad,173,148,5,8,173,148
633,2017,Jaipur,2017-04-13,KKR,PBKS,KKR,bat,normal,N,PBKS,10,6,PBKS_Player_9,Jaipur,153,163,10,4,153,163
634,2017,Chennai,2017-04-24,SRH,RCB,SRH,field,normal,N,SRH,5,0,SRH_Player_7,Chennai,175,170,10,5,170,175
635,2017,Jaipur,2017-04-26,RCB,RPS,RPS,field,normal,N,RPS,25,2,RPS_Player_2,Jaipur,104,129,7,8,104,129
636,2017,Kolkata,2017-04-03,PBKS,RR,RR,field,normal,N,PBKS,12,7,PBKS_Player_9,Kolkata,176,164,3,4,176,164
637,2017,Lucknow,2017-04-16,RPS,RCB,RPS,field,normal,N,RPS,9,3,RPS_Player_7,Lucknow,179,170,7,4,170,179
638,2017,Bangalore,2017-04-25,RPS,PBKS,PBKS,field,normal,N,PBKS,10,7,PBKS_Player_9,Bangalore,168,178,7,3,168,178
639,2017,Bangalore,2017-04-26,SRH,RCB,SRH,bat,normal,N,SRH,3,1,SRH_Player_2,Bangalore,161,158,9,5,161,158
640,2017,Mohali,2017-04-07,MI,GL,MI,field,normal,N,MI,24,2,MI_Player_5,Mohali,206,182,8,5,182,206
641,2017,Jaipur,2017-04-16,GL,RPS,RPS,bat,normal,N,GL,4,5,GL_Player_11,Jaipur,174,170,5,6,174,170
642,2017,Mumbai,2017-04-01,KKR,RR,RR,bat,normal,N,KKR,18,3,KKR_Player_1,Mumbai,188,170,7,5,188,170
643,2017,Ahmedabad,2017-04-23,PBKS,DC,PBKS,field,normal,N,DC,26,6,DC_Player_5,Ahmedabad,150,176,3,4,176,150
644,2017,Chennai,2017-04-21,RCB,RR,RCB,field,normal,N,MI,6,7,MI_Player_11,Chennai,155,161,3,9,161,155
645,2018,Ahmedabad,2018-04-05,PBKS,DC,DC,bat,normal,N,PBKS,25,3,PBKS_Player_8,Ahmedabad,188,163,7,10,188,163
646,2018,Bangalore,2018-04-24,RCB,CSK,RCB,field,normal,N,CSK,27,3,CSK_Player_1,Bangalore,166,193,6,7,193,166
647,2018,Bangalore,2018-04-02,SRH,RR,SRH,bat,normal,N,RR,25,0,RR_Player_9,Bangalore,163,188,7,10,163,188
648,2018,Hyderabad,2018-04-11,SRH,RR,RR,field,normal,N,SRH,18,3,SRH_Player_6,Hyderabad,181,163,7,5,181,163
649,2018,Mumbai,2018-04-06,CSK,SRH,SRH,bat,normal,N,SRH,5,7,SRH_Player_9,Mumbai,157,162,7,3,157,162
650,2018,Hyderabad,2018-04-10,MI,RCB,RCB,bat,normal,N,RCB,18,4,RCB_Player_10,Hyderabad,128,146,10,6,128,146
651,2018,Hyderabad,2018-04-17,SRH,CSK,SRH,field,normal,N,SRH,7,6,SRH_Player_11,Hyderabad,175,168,4,5,168,175
652,2018,Mohali,2018-04-16,CSK,DC,DC,field,normal,N,DC,43,3,DC_Player_10,Mohali,170,213,5,7,170,213
653,2018,Kolkata,2018-04-21,SRH,CSK,SRH,field,normal,N,SRH,4,2,SRH_Player_9,Kolkata,162,158,8,5,158,162
654,2018,Jaipur,2018-04-01,KKR,RR,RR,field,normal,Y,RR,13,6,RR_Player_3,Jaipur,165,178,5,4,165,178
655,2018,Delhi,2018-04-08,PBKS,SRH,SRH,bat,normal,N,PBKS,8,2,PBKS_Player_11,Delhi,170,162,8,6,170,162
656,2018,Chennai,2018-04-24,PBKS,RR,RR,field,normal,N,PBKS,44,3,PBKS_Player_10,Chennai,218,174,7,10,218,174
657,2018,Chennai,2018-04-25,CSK,RCB,CSK,bat,normal,N,CSK,6,7,CSK_Player_6,Chennai,170,164,3,4,170,164
658,2018,Delhi,2018-04-23,MI,SRH,SRH,field,normal,N,MI,17,6,MI_Player_6,Delhi,180,163,4,10,180,163
659,2018,Jaipur,2018-04-06,DC,RR,DC,field,normal,N,DC,13,3,DC_Player_2,Jaipur,168,155,7,4,155,168
660,2018,Ahmedabad,2018-04-04,KKR,SRH,KKR,field,normal,N,SRH,1,5,SRH_Player_1,Ahmedabad,182,183,5,5,183,182
661,2018,Kolkata,2018-04-13,CSK,KKR,KKR,field,normal,N,KKR,24,7,KKR_Player_10,Kolkata,150,174,7,3,150,174
662,2018,Hyderabad,2018-04-25,SRH,PBKS,PBKS,bat,normal,N,SRH,19,4,SRH_Player_1,Hyderabad,152,133,6,4,152,133
663,2018,Hyderabad,2018-04-21,RCB,SRH,SRH,field,normal,N,SRH,7,6,SRH_Player_6,Hyderabad,161,168,9,4,161,168
664,2018,Bangalore,2018-04-03,RCB,DC,DC,field,normal,N,DC,38,1,DC_Player_1,Bangalore,165,203,7,9,165,203
665,2018,Mumbai,2018-04-07,DC,RR,DC,field,normal,N,DC,19,2,DC_Player_2,Mumbai,164,145,8,10,145,164
666,2018,Ahmedabad,2018-04-11,DC,MI,DC,bat,normal,N,MI,23,0,MI_Player_9,Ahmedabad,152,175,7,10,152,175
667,2018,Lucknow,2018-04-18,RR,MI,RR,field,normal,N,RR,4,1,RR_Player_7,Lucknow,146,142,9,3,142,146
668,2018,Jaipur,2018-04-11,CSK,KKR,CSK,field,normal,N,KKR,20,2,KKR_Player_10,Jaipur,158,178,8,8,178,158
669,2018,Mohali,2018-04-23,KKR,RCB,KKR,field,normal,N,RCB,16,7,RCB_Player_11,Mohali,150,166,3,3,166,150
670,2018,Delhi,2018-04-13,RCB,SRH,RCB,field,normal,N,RCB,19,5,RCB_Player_7,Delhi,168,149,5,9,149,168
671,2018,Mumbai,2018-04-29,RCB,DC,DC,bat,normal,N,DC,7,7,DC_Player_9,Mumbai,168,175,3,3,168,175
672,2018,Kolkata,2018-04-14,DC,CSK,DC,field,normal,N,DC,15,0,DC_Player_4,Kolkata,167,152,10,3,152,167
673,2018,Jaipur,2018-04-16,SRH,KKR,KKR,bat,normal,N,SRH,15,0,SRH_Player_7,Jaipur,156,141,10,10,156,141
674,2018,Ahmedabad,2018-04-07,CSK,MI,CSK,bat,normal,N,CSK,29,6,CSK_Player_3,Ahmedabad,191,162,4,6,191,162
675,2018,Mohali,2018-04-20,DC,RCB,RCB,field,normal,N,DC,7,4,DC_Player_8,Mohali,178,171,6,7,178,171
676,2018,Hyderabad,2018-04-25,RR,SRH,SRH,bat,normal,N,SRH,11,3,SRH_Player_1,Hyderabad,152,163,9,7,152,163
677,2018,Ahmedabad,2018-04-29,MI,DC,MI,field,normal,N,MI,10,3,MI_Player_3,Ahmedabad,204,194,7,9,194,204
678,2018,Ahmedabad,2018-04-20,DC,RR,DC,bat,normal,N,RR,4,7,RR_Player_2,Ahmedabad,170,174,9,3,170,174
679,2018,Chennai,2018-04-02,MI,KKR,MI,field,normal,N,MI,2,0,MI_Player_11,Chennai,147,145,10,9,145,147
680,2018,Kolkata,2018-04-10,CSK,DC,DC,bat,normal,N,DC,10,3,DC_Player_10,Kolkata,168,178,6,7,168,178
681,2018,Kolkata,2018-04-19,MI,DC,MI,bat,normal,N,MI,6,5,MI_Player_2,Kolkata,153,147,5,10,153,147
682,2018,Ahmedabad,2018-04-26,RR,SRH,SRH,field,normal,N,SRH,1,6,SRH_Player_2,Ahmedabad,176,177,10,4,176,177
683,2018,Mumbai,2018-04-19,DC,SRH,DC,bat,normal,N,SRH,32,4,SRH_Player_1,Mumbai,158,190,9,6,158,190
684,2018,Kolkata,2018-04-02,SRH,CSK,CSK,field,normal,N,SRH,17,4,SRH_Player_7,Kolkata,172,155,6,4,172,155
685,2018,Mumbai,2018-04-27,MI,RCB,MI,bat,normal,N,MI,10,3,MI_Player_7,Mumbai,185,175,7,3,185,175
686,2018,Ahmedabad,2018-04-29,MI,SRH,MI,field,normal,N,SRH,6,5,SRH_Player_8,Ahmedabad,182,188,4,5,188,182
687,2018,Lucknow,2018-04-10,SRH,KKR,KKR,bat,normal,N,SRH,11,4,SRH_Player_7,Lucknow,167,156,6,6,167,156
688,2018,Lucknow,2018-04-16,KKR,MI,MI,field,normal,N,KKR,39,7,KKR_Player_3,Lucknow,219,180,3,6,219,180
689,2018,Chennai,2018-04-20,RR,SRH,RR,bat,normal,N,SRH,2,3,SRH_Player_5,Chennai,159,161,8,7,159,161
690,2018,Hyderabad,2018-04-05,RCB,SRH,RCB,field,normal,N,SRH,19,2,SRH_Player_1,Hyderabad,134,153,4,8,153,134
691,2018,Mohali,2018-04-21,RCB,PBKS,RCB,bat,normal,N,PBKS,11,0,PBKS_Player_11,Mohali,146,157,8,10,146,157
692,2018,Ahmedabad,2018-04-06,RR,CSK,RR,field,normal,N,CSK,19,1,CSK_Player_9,Ahmedabad,193,212,9,9,212,193
693,2018,Mumbai,2018-04-28,RCB,KKR,RCB,bat,normal,N,KKR,24,7,KKR_Player_10,Mumbai,127,151,9,3,127,151
694,2018,Delhi,2018-04-27,CSK,RCB,CSK,bat,normal,N,CSK,24,0,CSK_Player_6,Delhi,176,152,10,5,176,152
695,2018,Chennai,2018-04-16,SRH,DC,DC,field,normal,N,DC,16,3,DC_Player_1,Chennai,144,160,7,7,144,160
696,2018,Bangalore,2018-04-25,MI,PBKS,PBKS,field,normal,N,MI,15,7,MI_Player_3,Bangalore,189,174,3,4,189,174
697,2018,Delhi,2018-04-30,RCB,RR,RR,bat,normal,N,RR,32,5,RR_Player_5,Delhi,166,198,7,5,166,198
698,2018,Chennai,2018-04-03,RCB,CSK,CSK,field,normal,N,RCB,5,3,RCB_Player_3,Chennai,134,129,7,7,134,129
699,2018,Chennai,2018-04-10,MI,SRH,SRH,bat,normal,N,MI,31,5,MI_Player_3,Chennai,191,160,5,4,191,160
700,2018,Kolkata,2018-04-24,SRH,CSK,SRH,bat,normal,N,CSK,4,6,CSK_Player_3,Kolkata,155,159,10,4,155,159
701,2018,Ahmedabad,2018-04-10,SRH,CSK,CSK,bat,normal,N,CSK,11,4,CSK_Player_10,Ahmedabad,173,184,7,6,173,184
702,2018,Hyderabad,2018-04-18,MI,SRH,SRH,field,normal,N,MI,29,0,MI_Player_2,Hyderabad,173,144,10,8,173,144
703,2018,Jaipur,2018-04-18,MI,CSK,CSK,field,normal,N,MI,3,1,MI_Player_11,Jaipur,153,150,9,4,153,150
704,2018,Lucknow,2018-04-21,MI,KKR,KKR,field,normal,N,CSK,5,2,CSK_Player_3,Lucknow,142,147,8,7,142,147
705,2019,Hyderabad,2019-04-17,KKR,PBKS,KKR,field,normal,N,PBKS,4,0,PBKS_Player_11,Hyderabad,170,174,10,10,174,170
706,2019,Ahmedabad,2019-04-07,MI,KKR,KKR,field,normal,N,MI,15,2,MI_Player_8,Ahmedabad,181,166,8,6,181,166
707,2019,Hyderabad,2019-04-25,DC,RCB,RCB,field,normal,N,DC,29,2,DC_Player_9,Hyderabad,174,145,8,5,174,145
708,2019,Ahmedabad,2019-04-01,PBKS,KKR,KKR,field,normal,N,KKR,14,2,KKR_Player_3,Ahmedabad,179,193,9,8,179,193
709,2019,Ahmedabad,2019-04-19,RR,MI,RR,field,normal,N,MI,18,3,MI_Player_8,Ahmedabad,175,193,7,7,193,175
710,2019,Mumbai,2019-04-19,DC,PBKS,PBKS,field,normal,N,PBKS,13,0,PBKS_Player_3,Mumbai,129,142,8,10,129,142
711,2019,Ahmedabad,2019-04-06,PBKS,RCB,RCB,field,normal,Y,PBKS,26,2,PBKS_Player_4,Ahmedabad,184,158,8,9,184,158
712,2019,Hyderabad,2019-04-03,MI,PBKS,PBKS,bat,normal,N,PBKS,8,5,PBKS_Player_9,Hyderabad,144,152,10,5,144,152
713,2019,Kolkata,2019-04-13,DC,KKR,KKR,field,normal,N,KKR,13,0,KKR_Player_1,Kolkata,157,170,10,10,157,170
714,2019,Hyderabad,2019-04-21,PBKS,CSK,CSK,field,normal,N,PBKS,20,1,PBKS_Player_11,Hyderabad,151,131,9,9,151,131
715,2019,Ahmedabad,2019-04-15,MI,DC,DC,field,normal,N,MI,13,7,MI_Player_8,Ahmedabad,201,188,3,10,201,188
716,2019,Bangalore,2019-04-07,PBKS,CSK,CSK,bat,normal,N,CSK,27,2,CSK_Player_5,Bangalore,148,175,7,8,148,175
717,2019,Bangalore,2019-04-13,DC,PBKS,DC,bat,normal,N,DC,26,3,DC_Player_6,Bangalore,181,155,7,9,181,155
718,2019,Ahmedabad,2019-04-17,PBKS,RR,RR,field,normal,N,PBKS,12,4,PBKS_Player_8,Ahmedabad,176,164,6,6,176,164
719,2019,Mumbai,2019-04-06,KKR,MI,MI,field,normal,Y,KKR,22,3,KKR_Player_11,Mumbai,190,168,7,5,190,168
720,2019,Hyderabad,2019-04-21,KKR,RR,RR,bat,normal,N,KKR,5,4,KKR_Player_9,Hyderabad,173,168,6,10,173,168
721,2019,Kolkata,2019-04-04,RR,SRH,RR,field,normal,N,RR,16,0,RR_Player_11,Kolkata,157,141,10,3,141,157
722,2019,Hyderabad,2019-04-21,PBKS,CSK,PBKS,bat,normal,N,CSK,28,2,CSK_Player_4,Hyderabad,176,204,7,8,176,204
723,2019,Mumbai,2019-04-30,PBKS,KKR,PBKS,bat,normal,N,KKR,15,1,KKR_Player_11,Mumbai,161,176,8,9,161,176
724,2019,Lucknow,2019-04-11,KKR,PBKS,PBKS,field,normal,N,PBKS,21,0,PBKS_Player_4,Lucknow,143,164,3,10,143,164
725,2019,Hyderabad,2019-04-21,MI,SRH,MI,bat,normal,N,SRH,2,5,SRH_Player_2,Hyderabad,157,159,8,5,157,159
726,2019,Hyderabad,2019-04-23,MI,SRH,MI,bat,normal,N,SRH,31,7,SRH_Player_7,Hyderabad,152,183,3,3,152,183
727,2019,Ahmedabad,2019-04-01,SRH,PBKS,SRH,bat,normal,N,SRH,13,5,SRH_Player_5,Ahmedabad,182,169,5,5,182,169
728,2019,Delhi,2019-04-24,CSK,KKR,CSK,bat,normal,N,KKR,22,5,KKR_Player_9,Delhi,140,162,9,5,140,162
729,2019,Kolkata,2019-04-29,CSK,PBKS,CSK,field,normal,N,PBKS,12,5,PBKS_Player_5,Kolkata,143,155,4,5,155,143
730,2019,Ahmedabad,2019-04-22,RCB,KKR,KKR,bat,normal,N,RCB,19,2,RCB_Player_10,Ahmedabad,188,169,8,9,188,169
731,2019,Delhi,2019-04-04,PBKS,SRH,SRH,field,normal,N,SRH,26,0,SRH_Player_5,Delhi,144,170,5,10,144,170
732,2019,Ahmedabad,2019-04-02,CSK,RCB,RCB,field,normal,N,RCB,44,2,RCB_Player_2,Ahmedabad,164,208,6,8,164,208
733,2019,Kolkata,2019-04-06,PBKS,KKR,PBKS,bat,normal,N,PBKS,8,2,PBKS_Player_3,Kolkata,167,159,8,4,167,159
734,2019,Jaipur,2019-04-28,RR,MI,MI,bat,normal,N,MI,16,6,MI_Player_3,Jaipur,195,211,9,4,195,211
735,2019,Bangalore,2019-04-23,SRH,PBKS,PBKS,field,normal,N,PBKS,19,2,PBKS_Player_6,Bangalore,162,181,6,8,162,181
736,2019,Chennai,2019-04-20,CSK,SRH,SRH,field,normal,N,CSK,3,1,CSK_Player_8,Chennai,155,152,9,6,155,152
737,2019,Mumbai,2019-04-08,KKR,CSK,CSK,field,normal,N,CSK,15,2,CSK_Player_11,Mumbai,159,174,8,8,159,174
738,2019,Chennai,2019-04-21,MI,DC,MI,field,normal,N,DC,25,7,DC_Player_8,Chennai,133,158,6,3,158,133
739,2019,Mumbai,2019-04-08,DC,KKR,KKR,field,normal,N,KKR,13,0,KKR_Player_10,Mumbai,157,170,5,10,157,170
740,2019,Mohali,2019-04-29,CSK,PBKS,PBKS,bat,normal,N,CSK,23,2,CSK_Player_2,Mohali,170,147,8,8,170,147
741,2019,Ahmedabad,2019-04-22,KKR,SRH,KKR,field,normal,N,KKR,17,2,KKR_Player_11,Ahmedabad,202,185,8,6,185,202
742,2019,Kolkata,2019-04-01,DC,PBKS,DC,bat,normal,N,DC,26,5,DC_Player_5,Kolkata,183,157,5,8,183,157
743,2019,Hyderabad,2019-04-05,DC,CSK,DC,field,normal,N,CSK,6,0,CSK_Player_10,Hyderabad,151,157,7,10,157,151
744,2019,Mohali,2019-04-03,DC,KKR,DC,bat,normal,N,KKR,8,3,KKR_Player_10,Mohali,144,152,9,7,144,152
745,2019,Bangalore,2019-04-01,PBKS,MI,PBKS,field,normal,N,MI,2,1,MI_Player_2,Bangalore,152,154,6,9,154,152
746,2019,Bangalore,2019-04-16,KKR,RR,RR,bat,normal,N,KKR,41,0,KKR_Player_7,Bangalore,222,181,10,4,222,181
747,2019,Mumbai,2019-04-08,CSK,SRH,SRH,field,normal,N,SRH,22,0,SRH_Player_8,Mumbai,142,164,8,10,142,164
748,2019,Delhi,2019-04-13,MI,KKR,KKR,bat,normal,N,MI,27,2,MI_Player_2,Delhi,152,125,8,8,152,125
749,2019,Jaipur,2019-04-18,SRH,DC,DC,field,normal,N,DC,25,0,DC_Player_4,Jaipur,173,198,4,10,173,198
750,2019,Lucknow,2019-04-23,MI,RR,MI,field,normal,N,RR,24,2,RR_Player_8,Lucknow,154,178,6,8,178,154
751,2019,Ahmedabad,2019-04-03,DC,PBKS,DC,field,normal,N,PBKS,29,1,PBKS_Player_2,Ahmedabad,166,195,7,9,195,166
752,2019,Chennai,2019-04-24,SRH,PBKS,SRH,field,normal,N,SRH,25,7,SRH_Player_10,Chennai,159,134,3,3,134,159
753,2019,Ahmedabad,2019-04-14,RR,KKR,KKR,bat,normal,N,KKR,9,7,KKR_Player_8,Ahmedabad,178,187,9,3,178,187
754,2019,Hyderabad,2019-04-12,RR,KKR,RR,bat,normal,N,RR,14,2,RR_Player_8,Hyderabad,157,143,8,7,157,143
755,2019,Lucknow,2019-04-27,MI,RCB,MI,field,normal,N,RCB,17,5,RCB_Player_9,Lucknow,110,127,7,5,127,110
756,2019,Ahmedabad,2019-04-06,DC,RCB,DC,bat,normal,N,DC,13,4,DC_Player_2,Ahmedabad,199,186,6,9,199,186
757,2019,Chennai,2019-04-23,DC,KKR,KKR,bat,normal,N,KKR,25,2,KKR_Player_6,Chennai,121,146,5,8,121,146
758,2019,Jaipur,2019-04-05,RCB,RR,RCB,field,normal,N,RCB,24,6,RCB_Player_6,Jaipur,140,116,4,9,116,140
759,2019,Chennai,2019-04-25,MI,RR,MI,bat,normal,N,MI,11,6,MI_Player_9,Chennai,147,136,4,7,147,136
760,2019,Hyderabad,2019-04-09,CSK,PBKS,PBKS,field,normal,N,PBKS,30,4,PBKS_Player_1,Hyderabad,160,190,7,6,160,190
761,2019,Delhi,2019-04-12,SRH,PBKS,PBKS,bat,normal,N,PBKS,12,1,PBKS_Player_3,Delhi,166,178,6,9,166,178
762,2019,Hyderabad,2019-04-13,CSK,KKR,CSK,field,normal,N,CSK,21,3,CSK_Player_8,Hyderabad,190,169,7,3,169,190
763,2019,Hyderabad,2019-04-23,MI,PBKS,PBKS,field,normal,N,PBKS,20,5,PBKS_Player_5,Hyderabad,140,160,3,5,140,160
764,2019,Mohali,2019-04-19,DC,CSK,DC,field,normal,N,MI,14,5,MI_Player_10,Mohali,151,165,5,9,165,151
765,2020,Sharjah,2020-04-26,KKR,SRH,KKR,field,normal,N,KKR,29,1,KKR_Player_4,Sharjah,158,129,9,4,129,158
766,2020,Sharjah,2020-04-21,CSK,DC,DC,field,normal,N,CSK,1,0,CSK_Player_8,Sharjah,190,189,10,8,190,189
767,2020,Abu Dhabi,2020-04-18,PBKS,KKR,PBKS,bat,normal,N,PBKS,10,0,PBKS_Player_11,Abu Dhabi,161,151,10,9,161,151
768,2020,Sharjah,2020-04-07,RR,CSK,RR,field,normal,N,RR,21,0,RR_Player_8,Sharjah,162,141,10,10,141,162
769,2020,Abu Dhabi,2020-04-15,SRH,KKR,SRH,bat,normal,N,SRH,24,1,SRH_Player_7,Abu Dhabi,158,134,9,4,158,134
770,2020,Dubai,2020-04-21,SRH,PBKS,PBKS,field,normal,N,PBKS,13,3,PBKS_Player_3,Dubai,150,163,8,7,150,163
771,2020,Abu Dhabi,2020-04-24,SRH,RR,RR,field,normal,N,SRH,23,2,SRH_Player_2,Abu Dhabi,186,163,8,6,186,163
772,2020,Sharjah,2020-04-16,RCB,PBKS,PBKS,bat,normal,N,PBKS,29,1,PBKS_Player_3,Sharjah,166,195,6,9,166,195
773,2020,Abu Dhabi,2020-04-13,KKR,RCB,KKR,field,normal,N,RCB,13,7,RCB_Player_6,Abu Dhabi,153,166,10,3,166,153
774,2020,Sharjah,2020-04-23,MI,PBKS,PBKS,bat,normal,N,MI,28,7,MI_Player_10,Sharjah,212,184,3,5,212,184
